"CROP_MASK","COUNTRY","ADM1_CODE","PROVINCE","YEAR","DATA","UNIT"
"Cropland","Ghana",1326,"Central","1990",5.40,"VHI % below 35 "
"Cropland","Ghana",1327,"Eastern","1990",6.56,"VHI % below 35 "
"Cropland","Ghana",1328,"Greater Accra","1990",0.66,"VHI % below 35 "
"Cropland","Ghana",1329,"Northern","1990",7.98,"VHI % below 35 "
"Cropland","Ghana",1330,"Upper East","1990",63.61,"VHI % below 35 "
"Cropland","Ghana",1331,"Upper West","1990",35.62,"VHI % below 35 "
"Cropland","Ghana",1332,"Volta","1990",31.01,"VHI % below 35 "
"Cropland","Ghana",1333,"Western","1990",3.94,"VHI % below 35 "
"Cropland","Ghana",1324,"Ashanti","1989",3.36,"VHI % below 35 "
"Cropland","Ghana",1325,"Brong Ahafo","1989",9.17,"VHI % below 35 "
"Cropland","Ghana",1326,"Central","1989",0.81,"VHI % below 35 "
"Cropland","Ghana",1327,"Eastern","1989",9.69,"VHI % below 35 "
"Cropland","Ghana",1328,"Greater Accra","1989",1.51,"VHI % below 35 "
"Cropland","Ghana",1329,"Northern","1989",11.34,"VHI % below 35 "
"Cropland","Ghana",1330,"Upper East","1989",7.59,"VHI % below 35 "
"Cropland","Ghana",1331,"Upper West","1989",13.93,"VHI % below 35 "
"Cropland","Ghana",1332,"Volta","1989",25.87,"VHI % below 35 "
"Cropland","Ghana",1333,"Western","1989",3.13,"VHI % below 35 "
"Cropland","Ghana",1324,"Ashanti","1988",2.03,"VHI % below 35 "
"Cropland","Ghana",1325,"Brong Ahafo","1988",2.34,"VHI % below 35 "
"Cropland","Ghana",1326,"Central","1988",3.91,"VHI % below 35 "
"Cropland","Ghana",1327,"Eastern","1988",3.95,"VHI % below 35 "
"Cropland","Ghana",1328,"Greater Accra","1988",4.71,"VHI % below 35 "
"Cropland","Ghana",1329,"Northern","1988",1.57,"VHI % below 35 "
"Cropland","Ghana",1330,"Upper East","1988",0.00,"VHI % below 35 "
"Cropland","Ghana",1331,"Upper West","1988",0.00,"VHI % below 35 "
"Cropland","Ghana",1332,"Volta","1988",0.90,"VHI % below 35 "
"Cropland","Ghana",1333,"Western","1988",20.87,"VHI % below 35 "
"Cropland","Ghana",1324,"Ashanti","1987",27.71,"VHI % below 35 "
"Cropland","Ghana",1325,"Brong Ahafo","1987",38.11,"VHI % below 35 "
"Cropland","Ghana",1326,"Central","1987",63.48,"VHI % below 35 "
"Cropland","Ghana",1327,"Eastern","1987",19.34,"VHI % below 35 "
"Cropland","Ghana",1328,"Greater Accra","1987",67.08,"VHI % below 35 "
"Cropland","Ghana",1329,"Northern","1987",19.95,"VHI % below 35 "
"Cropland","Ghana",1330,"Upper East","1987",0.02,"VHI % below 35 "
"Cropland","Ghana",1331,"Upper West","1987",0.13,"VHI % below 35 "
"Cropland","Ghana",1332,"Volta","1987",40.74,"VHI % below 35 "
"Cropland","Ghana",1333,"Western","1987",40.93,"VHI % below 35 "
"Cropland","Ghana",1324,"Ashanti","1986",0.10,"VHI % below 35 "
"Cropland","Ghana",1325,"Brong Ahafo","1986",0.72,"VHI % below 35 "
"Cropland","Ghana",1326,"Central","1986",15.72,"VHI % below 35 "
"Cropland","Ghana",1327,"Eastern","1986",0.97,"VHI % below 35 "
"Cropland","Ghana",1328,"Greater Accra","1986",31.40,"VHI % below 35 "
"Cropland","Ghana",1329,"Northern","1986",5.79,"VHI % below 35 "
"Cropland","Ghana",1330,"Upper East","1986",9.58,"VHI % below 35 "
"Cropland","Ghana",1331,"Upper West","1986",0.54,"VHI % below 35 "
"Cropland","Ghana",1332,"Volta","1986",6.44,"VHI % below 35 "
"Cropland","Ghana",1333,"Western","1986",8.41,"VHI % below 35 "
"Cropland","Ghana",1324,"Ashanti","1985",0.07,"VHI % below 35 "
"Cropland","Ghana",1325,"Brong Ahafo","1985",5.14,"VHI % below 35 "
"Cropland","Ghana",1326,"Central","1985",4.48,"VHI % below 35 "
"Cropland","Ghana",1327,"Eastern","1985",0.37,"VHI % below 35 "
"Cropland","Ghana",1328,"Greater Accra","1985",2.35,"VHI % below 35 "
"Cropland","Ghana",1329,"Northern","1985",34.97,"VHI % below 35 "
"Cropland","Ghana",1330,"Upper East","1985",82.71,"VHI % below 35 "
"Cropland","Ghana",1331,"Upper West","1985",60.66,"VHI % below 35 "
"Cropland","Ghana",1332,"Volta","1985",1.96,"VHI % below 35 "
"Cropland","Ghana",1333,"Western","1985",3.52,"VHI % below 35 "
"Cropland","Ghana",1324,"Ashanti","1984",0.00,"VHI % below 35 "
"Cropland","Ghana",1325,"Brong Ahafo","1984",0.01,"VHI % below 35 "
"Cropland","Ghana",1326,"Central","1984",0.43,"VHI % below 35 "
"Cropland","Ghana",1327,"Eastern","1984",0.22,"VHI % below 35 "
"Cropland","Ghana",1328,"Greater Accra","1984",0.00,"VHI % below 35 "
"Cropland","Ghana",1329,"Northern","1984",0.70,"VHI % below 35 "
"Cropland","Ghana",1330,"Upper East","1984",36.72,"VHI % below 35 "
"Cropland","Ghana",1331,"Upper West","1984",0.41,"VHI % below 35 "
"Cropland","Ghana",1332,"Volta","1984",0.63,"VHI % below 35 "
"Cropland","Ghana",1333,"Western","1984",2.46,"VHI % below 35 "
