Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Data_long_term_Average,Year,Month,Dekad,Unit,Source
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-04-11,0.536,0.653, 1985,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-04-21,0.604,0.705, 1985,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-05-01,0.618,0.719, 1985,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-05-11,0.613,0.715, 1985,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-05-21,0.617,0.703, 1985,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-06-01,0.607,0.663, 1985,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-06-11,0.653,0.638, 1985,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-06-21,0.684,0.61, 1985,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-07-01,0.674,0.577, 1985,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-07-11,0.769,0.571, 1985,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-07-21,0.787,0.596, 1985,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-08-01,0.788,0.597, 1985,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-08-11,0.768,0.58, 1985,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-08-21,0.66,0.556, 1985,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-09-01,0.596,0.553, 1985,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-09-11,0.594,0.574, 1985,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-09-21,0.632,0.594, 1985,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-10-01,0.641,0.613, 1985,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-10-11,0.648,0.645, 1985,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-10-21,0.682,0.665, 1985,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-11-01,0.721,0.668, 1985,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-11-11,0.678,0.641, 1985,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-11-21,0.62,0.613, 1985,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-12-01,0.562,0.595, 1985,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-12-11,0.515,0.566, 1985,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1985-12-21,0.5,0.56, 1985,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-01-01,0.4,0.528, 1986,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-01-11,0.327,0.531, 1986,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-01-21,0.294,0.524, 1986,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-02-01,0.291,0.514, 1986,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-02-11,0.299,0.48, 1986,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-02-21,0.311,0.481, 1986,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-03-01,0.365,0.526, 1986,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-03-11,0.496,0.603, 1986,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-03-21,0.558,0.636, 1986,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-04-01,0.559,0.649, 1986,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-04-11,0.555,0.653, 1986,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-04-21,0.626,0.705, 1986,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-05-01,0.677,0.719, 1986,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-05-11,0.759,0.715, 1986,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-05-21,0.719,0.703, 1986,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-06-01,0.676,0.663, 1986,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-06-11,0.645,0.638, 1986,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-06-21,0.585,0.61, 1986,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-07-01,0.528,0.577, 1986,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-07-11,0.566,0.571, 1986,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-07-21,0.633,0.596, 1986,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-08-01,0.734,0.597, 1986,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-08-11,0.774,0.58, 1986,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-08-21,0.672,0.556, 1986,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-09-01,0.665,0.553, 1986,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-09-11,0.636,0.574, 1986,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-09-21,0.641,0.594, 1986,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-10-01,0.679,0.613, 1986,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-10-11,0.714,0.645, 1986,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-10-21,0.76,0.665, 1986,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-11-01,0.79,0.668, 1986,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-11-11,0.653,0.641, 1986,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-11-21,0.567,0.613, 1986,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-12-01,0.488,0.595, 1986,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-12-11,0.41,0.566, 1986,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1986-12-21,0.388,0.56, 1986,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-01-01,0.419,0.528, 1987,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-01-11,0.462,0.531, 1987,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-01-21,0.506,0.524, 1987,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-02-01,0.439,0.514, 1987,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-02-11,0.368,0.48, 1987,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-02-21,0.373,0.481, 1987,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-03-01,0.459,0.526, 1987,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-03-11,0.59,0.603, 1987,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-03-21,0.701,0.636, 1987,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-04-01,0.594,0.649, 1987,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-04-11,0.542,0.653, 1987,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-04-21,0.587,0.705, 1987,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-05-01,0.642,0.719, 1987,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-05-11,0.704,0.715, 1987,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-05-21,0.733,0.703, 1987,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-06-01,0.744,0.663, 1987,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-06-11,0.757,0.638, 1987,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-06-21,0.783,0.61, 1987,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-07-01,0.729,0.577, 1987,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-07-11,0.737,0.571, 1987,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-07-21,0.787,0.596, 1987,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-08-01,0.842,0.597, 1987,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-08-11,0.816,0.58, 1987,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-08-21,0.767,0.556, 1987,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-09-01,0.675,0.553, 1987,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-09-11,0.634,0.574, 1987,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-09-21,0.645,0.594, 1987,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-10-01,0.684,0.613, 1987,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-10-11,0.723,0.645, 1987,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-10-21,0.666,0.665, 1987,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-11-01,0.635,0.668, 1987,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-11-11,0.584,0.641, 1987,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-11-21,0.53,0.613, 1987,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-12-01,0.502,0.595, 1987,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-12-11,0.422,0.566, 1987,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1987-12-21,0.395,0.56, 1987,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-01-01,0.343,0.528, 1988,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-01-11,0.358,0.531, 1988,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-01-21,0.424,0.524, 1988,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-02-01,0.396,0.514, 1988,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-02-11,0.383,0.48, 1988,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-02-21,0.42,0.481, 1988,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-03-01,0.529,0.526, 1988,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-03-11,0.606,0.603, 1988,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-03-21,0.619,0.636, 1988,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-04-01,0.686,0.649, 1988,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-04-11,0.7,0.653, 1988,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-04-21,0.736,0.705, 1988,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-05-01,0.716,0.719, 1988,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-05-11,0.721,0.715, 1988,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-05-21,0.676,0.703, 1988,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-06-01,0.668,0.663, 1988,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-06-11,0.651,0.638, 1988,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-06-21,0.641,0.61, 1988,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-07-01,0.652,0.577, 1988,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-07-11,0.581,0.571, 1988,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-07-21,0.571,0.596, 1988,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-08-01,0.536,0.597, 1988,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-08-11,0.587,0.58, 1988,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-08-21,0.633,0.556, 1988,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-09-01,0.685,0.553, 1988,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-09-11,0.67,0.574, 1988,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-09-21,0.67,0.594, 1988,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-10-01,0.644,0.613, 1988,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-10-11,0.643,0.645, 1988,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-10-21,0.615,0.665, 1988,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-11-01,0.649,0.668, 1988,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-11-11,0.682,0.641, 1988,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-11-21,0.781,0.613, 1988,11,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-12-01,0.757,0.595, 1988,12,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-12-11,0.747,0.566, 1988,12,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1988-12-21,0.741,0.56, 1988,12,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-01-01,0.656,0.528, 1989,01,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-01-11,0.656,0.531, 1989,01,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-01-21,0.503,0.524, 1989,01,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-02-01,0.425,0.514, 1989,02,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-02-11,0.319,0.48, 1989,02,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-02-21,0.324,0.481, 1989,02,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-03-01,0.4,0.526, 1989,03,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-03-11,0.523,0.603, 1989,03,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-03-21,0.616,0.636, 1989,03,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-04-01,0.65,0.649, 1989,04,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-04-11,0.675,0.653, 1989,04,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-04-21,0.747,0.705, 1989,04,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-05-01,0.764,0.719, 1989,05,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-05-11,0.77,0.715, 1989,05,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-05-21,0.732,0.703, 1989,05,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-06-01,0.671,0.663, 1989,06,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-06-11,0.667,0.638, 1989,06,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-06-21,0.682,0.61, 1989,06,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-07-01,0.706,0.577, 1989,07,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-07-11,0.727,0.571, 1989,07,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-07-21,0.789,0.596, 1989,07,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-08-01,0.751,0.597, 1989,08,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-08-11,0.661,0.58, 1989,08,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-08-21,0.595,0.556, 1989,08,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-09-01,0.559,0.553, 1989,09,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-09-11,0.617,0.574, 1989,09,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-09-21,0.644,0.594, 1989,09,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-10-01,0.674,0.613, 1989,10,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-10-11,0.732,0.645, 1989,10,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-10-21,0.739,0.665, 1989,10,3, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-11-01,0.747,0.668, 1989,11,1, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-11-11,0.75,0.641, 1989,11,2, ,METOP
Normalized Difference Vegetation Index (NDVI),Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,1989-11-21,0.636,0.613, 1989,11,3, ,METOP
