"Country or Area","Year","Value","Value Footnotes","Unit"
"Belarus","2006","697.3","","million cubic metres"
"Belarus","2005","725.4","","million cubic metres"
"Belarus","2004","747.2","","million cubic metres"
"Belarus","2003","762.9","","million cubic metres"
"Belarus","2002","772.9","","million cubic metres"
"Belarus","2001","761.8","","million cubic metres"
"Belgium","2014","579.3","","million cubic metres"
"Belgium","2013","567.9","","million cubic metres"
"Belgium","2012","571.6","","million cubic metres"
"Belgium","2011","579.7","","million cubic metres"
"Belgium","2010","587.2","","million cubic metres"
"Belgium","2009","342.0","","million cubic metres"
"Belgium","2008","351.0","","million cubic metres"
"Belgium","2007","363.0","","million cubic metres"
"Belgium","2006","363.0","","million cubic metres"
"Belgium","2005","360.0","","million cubic metres"
"Belgium","2004","722.1","","million cubic metres"
"Belgium","2003","738.3","","million cubic metres"
"Belgium","2002","715.4","","million cubic metres"
"Belgium","2001","728.1","","million cubic metres"
"Belgium","2000","722.2","","million cubic metres"
"Belgium","1999","409.6","","million cubic metres"
"Belgium","1998","414.8","","million cubic metres"
"Belgium","1997","415.3","","million cubic metres"
"Belgium","1996","416.8","","million cubic metres"
"Belgium","1995","663.5","","million cubic metres"
"Belgium","1994","602.4","","million cubic metres"
"Belize","2012","7.6","","million cubic metres"
"Belize","2011","7.5","","million cubic metres"
"Belize","2010","7.4","","million cubic metres"
"Belize","2009","7.1","","million cubic metres"
"Belize","2008","6.9","","million cubic metres"
"Belize","2007","6.7","","million cubic metres"
"Belize","2006","6.4","","million cubic metres"
"Belize","2005","6.4","","million cubic metres"
"Belize","2004","6.4","","million cubic metres"
"Belize","2003","5.7","","million cubic metres"
"Belize","2002","5.1","","million cubic metres"
"Belize","2001","5.1","","million cubic metres"
"Belize","2000","4.9","","million cubic metres"
"Belize","1999","4.5","","million cubic metres"
"Belize","1995","3.5","","million cubic metres"
"Benin","2009","28.0","","million cubic metres"
"Benin","2008","27.0","","million cubic metres"
"Benin","2007","26.0","","million cubic metres"
"Benin","2006","25.0","","million cubic metres"
"Benin","2005","25.0","","million cubic metres"
"Benin","2004","24.0","","million cubic metres"
"Bermuda","2017","2.6","","million cubic metres"
"Bermuda","2016","2.7","","million cubic metres"
"Bermuda","2015","2.7","","million cubic metres"
"Bermuda","2014","2.5","","million cubic metres"
"Bermuda","2013","2.8","","million cubic metres"
"Bermuda","2012","3.3","","million cubic metres"
"Bermuda","2011","3.5","","million cubic metres"
"Bermuda","2010","2.4","","million cubic metres"
"Bermuda","2009","3.3","","million cubic metres"
"Bermuda","2008","2.9","","million cubic metres"
"Bermuda","2007","3.3","","million cubic metres"
"Bermuda","2006","3.5","","million cubic metres"
"Bermuda","2005","3.4","","million cubic metres"
"Bolivia (Plurinational State of)","2021","253.1","","million cubic metres"
"Bolivia (Plurinational State of)","2020","257.4","","million cubic metres"
"Bolivia (Plurinational State of)","2019","252.7","","million cubic metres"
"Bolivia (Plurinational State of)","2018","245.2","","million cubic metres"
"Bolivia (Plurinational State of)","2017","229.7","","million cubic metres"
"Bolivia (Plurinational State of)","2016","224.7","","million cubic metres"
"Bolivia (Plurinational State of)","2015","221.0","","million cubic metres"
"Bolivia (Plurinational State of)","2014","211.1","","million cubic metres"
"Bolivia (Plurinational State of)","2013","201.3","","million cubic metres"
"Bolivia (Plurinational State of)","2012","187.2","","million cubic metres"
"Bolivia (Plurinational State of)","2011","184.8","","million cubic metres"
"Bolivia (Plurinational State of)","2010","159.6","","million cubic metres"
"Bolivia (Plurinational State of)","2009","138.4","","million cubic metres"
"Bolivia (Plurinational State of)","2008","133.1","","million cubic metres"
"Bolivia (Plurinational State of)","2007","129.0","","million cubic metres"
"Bolivia (Plurinational State of)","2006","124.2","","million cubic metres"
"Bolivia (Plurinational State of)","2005","120.1","","million cubic metres"
"Bolivia (Plurinational State of)","2004","115.5","","million cubic metres"
"Bolivia (Plurinational State of)","2003","112.1","","million cubic metres"
"Bolivia (Plurinational State of)","2002","108.0","","million cubic metres"
"Bolivia (Plurinational State of)","2001","104.6","","million cubic metres"
"Bolivia (Plurinational State of)","2000","104.9","","million cubic metres"
"Bolivia (Plurinational State of)","1999","101.4","","million cubic metres"
"Bolivia (Plurinational State of)","1998","99.9","","million cubic metres"
"Bolivia (Plurinational State of)","1997","92.2","","million cubic metres"
"Bolivia (Plurinational State of)","1996","87.4","","million cubic metres"
"Bolivia (Plurinational State of)","1995","78.9","","million cubic metres"
"Bolivia (Plurinational State of)","1990","63.2","","million cubic metres"
"Botswana","2016","72.1","","million cubic metres"
"Botswana","2015","66.6","","million cubic metres"
"Botswana","2014","66.5","","million cubic metres"
"Botswana","2013","77.6","","million cubic metres"
"Botswana","2012","60.9","","million cubic metres"
"Botswana","2011","65.7","","million cubic metres"
"Botswana","2009","65.2","","million cubic metres"
"Botswana","2008","61.8","","million cubic metres"
"Botswana","2007","60.6","","million cubic metres"
"Brazil","2017","10178.8","","million cubic metres"
"Brazil","2016","10095.9","","million cubic metres"
"Brazil","2015","9996.6","","million cubic metres"
"Brazil","2014","10365.8","","million cubic metres"
"Brazil","2013","10417.0","","million cubic metres"
"Brazil","2012","9601.0","","million cubic metres"
"Brazil","2011","9355.7","","million cubic metres"
"Brazil","2010","9111.1","","million cubic metres"
"Brazil","2009","8419.2","","million cubic metres"
"Brazil","2008","8364.3","","million cubic metres"
"Brazil","2007","8143.6","","million cubic metres"
"Brazil","2006","7786.6","","million cubic metres"
"Brazil","2005","7505.1","","million cubic metres"
"Brazil","2004","7126.5","","million cubic metres"
"Brazil","2003","7135.1","","million cubic metres"
"Brazil","2002","6951.8","","million cubic metres"
"Brazil","2001","6778.0","","million cubic metres"
"Brazil","2000","6774.0","","million cubic metres"
"Brazil","1989","10171.0","","million cubic metres"
"Bulgaria","2015","380.9","","million cubic metres"
"Bulgaria","2014","366.5","","million cubic metres"
"Bulgaria","2013","387.8","","million cubic metres"
"Bulgaria","2012","375.5","","million cubic metres"
"Bulgaria","2011","370.3","","million cubic metres"
"Bulgaria","2010","371.4","","million cubic metres"
"Bulgaria","2009","385.2","","million cubic metres"
"Bulgaria","2008","397.9","","million cubic metres"
"Bulgaria","2007","401.7","","million cubic metres"
"Bulgaria","2006","399.2","","million cubic metres"
"Bulgaria","2005","384.7","","million cubic metres"
"Bulgaria","2004","388.9","","million cubic metres"
"Bulgaria","2003","397.8","","million cubic metres"
"Bulgaria","2002","392.7","","million cubic metres"
"Bulgaria","2001","424.1","","million cubic metres"
"Bulgaria","2000","468.0","","million cubic metres"
"Bulgaria","1999","484.3","","million cubic metres"
"Bulgaria","1998","515.7","","million cubic metres"
"Bulgaria","1997","489.0","","million cubic metres"
"Bulgaria","1996","587.9","","million cubic metres"
"Bulgaria","1995","591.5","","million cubic metres"
"Bulgaria","1994","701.0","","million cubic metres"
"Bulgaria","1993","782.5","","million cubic metres"
"Bulgaria","1992","926.7","","million cubic metres"
"Bulgaria","1991","1031.5","","million cubic metres"
"Bulgaria","1990","1198.9","","million cubic metres"
"Burundi","2020","37.6","","million cubic metres"
"Burundi","2019","31.8","","million cubic metres"
"Burundi","2018","28.4","","million cubic metres"
"Burundi","2017","26.5","","million cubic metres"
"Burundi","2016","25.2","","million cubic metres"
"Burundi","2015","31.5","","million cubic metres"
"Burundi","2014","28.6","","million cubic metres"
"Burundi","2013","27.1","","million cubic metres"
"Burundi","2012","27.1","","million cubic metres"
"Burundi","2011","24.7","","million cubic metres"
"Burundi","2010","22.4","","million cubic metres"
"Burundi","2009","22.3","","million cubic metres"
"Burundi","2008","21.8","","million cubic metres"
"Burundi","2007","21.3","","million cubic metres"
"Cameroon","2009","85.4","","million cubic metres"
"Cameroon","2008","46.6","","million cubic metres"
"Cameroon","2005","81.3","","million cubic metres"
"Canada","2015","5021.0","","million cubic metres"
"Canada","2013","5033.0","","million cubic metres"
"Canada","2011","5124.0","","million cubic metres"
"Canada","2009","5317.0","","million cubic metres"
"Canada","1995","5201.0","","million cubic metres"
"Cayman Islands","2015","3.9","","million cubic metres"
"Cayman Islands","2014","3.6","","million cubic metres"
"Cayman Islands","2013","3.6","","million cubic metres"
"Cayman Islands","2012","3.6","","million cubic metres"
"Cayman Islands","2011","3.6","","million cubic metres"
"Cayman Islands","2010","3.5","","million cubic metres"
"Cayman Islands","2009","3.7","","million cubic metres"
"Cayman Islands","2008","3.4","","million cubic metres"
"Cayman Islands","2007","3.3","","million cubic metres"
"Cayman Islands","2006","3.2","","million cubic metres"
"Cayman Islands","2005","2.9","","million cubic metres"
"Cayman Islands","2004","2.6","","million cubic metres"
"Chile","2011","1064.4","","million cubic metres"
"Chile","2010","1009.7","","million cubic metres"
"Chile","2009","987.9","","million cubic metres"
"Chile","2008","980.0","","million cubic metres"
"Chile","2007","971.2","","million cubic metres"
"Chile","2006","972.5","","million cubic metres"
"Chile","2005","934.7","","million cubic metres"
"Chile","2004","932.1","","million cubic metres"
"Chile","2003","920.0","","million cubic metres"
"Chile","2002","919.1","","million cubic metres"
"Chile","2001","915.4","","million cubic metres"
"Chile","2000","919.2","","million cubic metres"
"Chile","1995","851.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2015","973.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2014","959.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2013","933.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2012","935.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2011","923.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2010","936.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2009","952.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2008","956.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2007","951.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2006","963.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2005","968.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2004","955.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2003","974.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2002","949.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2001","940.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2000","924.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","1999","911.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","1998","916.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","1997","913.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","1996","928.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","1995","919.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","1990","873.0","","million cubic metres"
"China, Macao Special Administrative Region","2015","84.9","","million cubic metres"
"China, Macao Special Administrative Region","2014","83.5","","million cubic metres"
"China, Macao Special Administrative Region","2013","78.4","","million cubic metres"
"China, Macao Special Administrative Region","2012","75.3","","million cubic metres"
"China, Macao Special Administrative Region","2011","70.6","","million cubic metres"
"China, Macao Special Administrative Region","2010","67.2","","million cubic metres"
"China, Macao Special Administrative Region","2009","68.1","","million cubic metres"
"China, Macao Special Administrative Region","2008","67.5","","million cubic metres"
"China, Macao Special Administrative Region","2007","65.8","","million cubic metres"
"China, Macao Special Administrative Region","2006","60.4","","million cubic metres"
"China, Macao Special Administrative Region","2005","55.9","","million cubic metres"
"China, Macao Special Administrative Region","2004","53.4","","million cubic metres"
"China, Macao Special Administrative Region","2003","51.6","","million cubic metres"
"China, Macao Special Administrative Region","2002","49.1","","million cubic metres"
"China, Macao Special Administrative Region","2001","48.4","","million cubic metres"
"China, Macao Special Administrative Region","2000","48.8","","million cubic metres"
"China, Macao Special Administrative Region","1999","48.0","","million cubic metres"
"China, Macao Special Administrative Region","1998","48.1","","million cubic metres"
"China, Macao Special Administrative Region","1997","46.6","","million cubic metres"
"China, Macao Special Administrative Region","1996","46.5","","million cubic metres"
"China, Macao Special Administrative Region","1995","46.2","","million cubic metres"
"China, Macao Special Administrative Region","1990","34.6","","million cubic metres"
"Colombia","2016","3128.6","","million cubic metres"
"Colombia","2015","3200.5","","million cubic metres"
"Colombia","2014","3138.5","","million cubic metres"
"Costa Rica","2017","289.4","","million cubic metres"
"Costa Rica","2016","286.5","","million cubic metres"
"Costa Rica","2015","273.2","","million cubic metres"
"Costa Rica","2014","266.2","","million cubic metres"
"Costa Rica","2013","260.9","","million cubic metres"
"Costa Rica","2012","282.5","","million cubic metres"
"Costa Rica","2011","280.6","","million cubic metres"
"Costa Rica","2010","276.7","","million cubic metres"
"Costa Rica","2009","277.8","","million cubic metres"
"Costa Rica","2008","275.3","","million cubic metres"
"Croatia","2009","271.3","","million cubic metres"
"Croatia","2008","289.0","","million cubic metres"
"Croatia","2005","305.8","","million cubic metres"
"Croatia","2004","311.6","1","million cubic metres"
"Croatia","2003","532.0","1","million cubic metres"
"Croatia","2002","505.0","1","million cubic metres"
"Croatia","2001","506.0","","million cubic metres"
"Croatia","2000","512.0","","million cubic metres"
"Croatia","1999","523.0","","million cubic metres"
"Croatia","1998","527.0","","million cubic metres"
"Croatia","1997","531.0","","million cubic metres"
"Croatia","1996","525.0","","million cubic metres"
"Croatia","1995","492.0","","million cubic metres"
"Cuba","2017","910.0","","million cubic metres"
"Cuba","2016","948.0","","million cubic metres"
"Cuba","2015","955.0","","million cubic metres"
"Cuba","2014","1001.0","","million cubic metres"
"Cuba","2013","894.0","","million cubic metres"
"Cuba","2012","870.0","","million cubic metres"
"Cuba","2011","603.0","","million cubic metres"
"Cuba","2010","727.0","","million cubic metres"
"Cuba","2009","625.0","","million cubic metres"
"Cuba","2008","639.0","","million cubic metres"
"Cuba","2007","579.0","","million cubic metres"
"Cuba","2006","572.0","","million cubic metres"
"Cuba","2005","433.0","","million cubic metres"
"Cuba","2004","494.0","","million cubic metres"
"Cyprus","2015","81.9","","million cubic metres"
"Cyprus","2014","79.7","","million cubic metres"
"Cyprus","2013","77.5","","million cubic metres"
"Cyprus","2012","78.9","","million cubic metres"
"Cyprus","2011","80.6","","million cubic metres"
"Cyprus","2010","82.1","","million cubic metres"
"Cyprus","2009","70.3","","million cubic metres"
"Cyprus","2008","62.5","","million cubic metres"
"Cyprus","2007","73.9","","million cubic metres"
"Cyprus","2006","73.7","","million cubic metres"
"Cyprus","2005","73.3","","million cubic metres"
"Cyprus","2004","140.3","","million cubic metres"
"Cyprus","2003","129.5","","million cubic metres"
"Cyprus","2002","119.5","","million cubic metres"
"Cyprus","2001","101.8","","million cubic metres"
"Czechia","2015","481.3","","million cubic metres"
"Czechia","2014","471.6","","million cubic metres"
"Czechia","2013","478.3","","million cubic metres"
"Czechia","2012","490.8","","million cubic metres"
"Czechia","2011","492.2","","million cubic metres"
"Czechia","2010","500.0","","million cubic metres"
"Czechia","2009","512.0","","million cubic metres"
"Czechia","2008","520.4","","million cubic metres"
"Czechia","2007","531.4","","million cubic metres"
"Czechia","2006","527.3","","million cubic metres"
"Czechia","2005","531.6","","million cubic metres"
"Czechia","2004","543.5","","million cubic metres"
"Czechia","2003","547.2","","million cubic metres"
"Czechia","2002","545.3","","million cubic metres"
"Czechia","2001","535.6","","million cubic metres"
"Czechia","2000","554.1","","million cubic metres"
"Czechia","1999","564.2","","million cubic metres"
"Czechia","1998","579.9","","million cubic metres"
"Czechia","1997","604.0","","million cubic metres"
"Czechia","1996","631.4","","million cubic metres"
"Czechia","1995","655.9","","million cubic metres"
"Czechia","1990","936.5","","million cubic metres"
"Denmark","2009","385.6","","million cubic metres"
"Denmark","2008","406.7","","million cubic metres"
"Denmark","2007","409.7","","million cubic metres"
"Denmark","2006","404.1","","million cubic metres"
"Denmark","2005","420.5","","million cubic metres"
"Denmark","2004","371.0","","million cubic metres"
"Denmark","2003","370.5","","million cubic metres"
"Denmark","2002","379.7","","million cubic metres"
"Denmark","2001","410.8","","million cubic metres"
"Denmark","2000","419.9","","million cubic metres"
"Denmark","1999","422.0","","million cubic metres"
"Denmark","1998","440.1","","million cubic metres"
"Denmark","1997","464.7","","million cubic metres"
"Denmark","1996","509.0","","million cubic metres"
"Denmark","1995","470.0","","million cubic metres"
"Denmark","1994","493.2","","million cubic metres"
"Denmark","1993","512.5","","million cubic metres"
"Denmark","1992","539.6","","million cubic metres"
"Denmark","1991","551.2","","million cubic metres"
"Denmark","1990","571.0","","million cubic metres"
"Egypt","2015","6129.0","","million cubic metres"
"Egypt","2009","6920.0","","million cubic metres"
"Egypt","2008","6900.0","","million cubic metres"
"Egypt","2007","5220.0","","million cubic metres"
"Egypt","2006","5954.0","","million cubic metres"
"Egypt","2005","3724.0","","million cubic metres"
"Egypt","2004","3524.0","","million cubic metres"
"Egypt","2003","3324.0","","million cubic metres"
"Egypt","2000","3500.0","","million cubic metres"
"Estonia","2013","51.6","","million cubic metres"
"Estonia","2012","49.8","","million cubic metres"
"Estonia","2011","47.8","","million cubic metres"
"Estonia","2010","46.8","","million cubic metres"
"Estonia","2004","66.1","","million cubic metres"
"Estonia","2003","69.7","","million cubic metres"
"Estonia","2002","71.1","","million cubic metres"
"Estonia","2001","66.1","","million cubic metres"
"Estonia","2000","71.5","","million cubic metres"
"Fiji","2021","70.1","","million cubic metres"
"Fiji","2020","70.1","","million cubic metres"
"Fiji","2019","73.5","","million cubic metres"
"Fiji","2018","73.0","","million cubic metres"
"Fiji","2017","70.6","","million cubic metres"
"Fiji","2016","67.3","","million cubic metres"
"Fiji","2015","68.0","","million cubic metres"
"Fiji","2014","58.8","","million cubic metres"
"Fiji","2013","65.2","","million cubic metres"
"Finland","1999","404.0","","million cubic metres"
"Finland","1998","404.0","","million cubic metres"
"Finland","1997","416.0","","million cubic metres"
"Finland","1996","419.0","","million cubic metres"
"Finland","1995","412.0","","million cubic metres"
"Finland","1994","419.0","","million cubic metres"
"Finland","1993","419.0","","million cubic metres"
"Finland","1992","420.0","","million cubic metres"
"Finland","1991","414.0","","million cubic metres"
"Finland","1990","424.0","","million cubic metres"
"France","2013","3622.0","","million cubic metres"
"France","2012","3855.0","","million cubic metres"
"France","2011","3871.0","","million cubic metres"
"France","2010","3971.0","","million cubic metres"
"France","2008","4089.0","","million cubic metres"
"France","2001","5684.8","","million cubic metres"
"France","1998","5129.7","","million cubic metres"
"French Guiana","2018","15.7","","million cubic metres"
"French Guiana","2017","14.9","","million cubic metres"
"French Guiana","2014","14.7","","million cubic metres"
"French Guiana","2013","14.4","","million cubic metres"
"French Guiana","2012","15.0","","million cubic metres"
"French Guiana","2004","10.7","","million cubic metres"
"French Guiana","2001","9.5","","million cubic metres"
"French Guiana","1998","3.2","","million cubic metres"
"Georgia","2021","253.6","","million cubic metres"
"Georgia","2020","268.6","","million cubic metres"
"Georgia","2019","273.5","","million cubic metres"
"Georgia","2018","268.6","","million cubic metres"
"Georgia","2017","262.7","","million cubic metres"
"Georgia","2016","252.7","","million cubic metres"
"Georgia","2015","244.6","","million cubic metres"
"Georgia","2014","471.0","","million cubic metres"
"Georgia","2013","475.0","","million cubic metres"
"Georgia","2012","605.0","","million cubic metres"
"Georgia","2011","460.0","","million cubic metres"
"Georgia","2010","455.0","","million cubic metres"
"Georgia","2009","408.0","","million cubic metres"
"Georgia","2008","399.0","","million cubic metres"
"Georgia","2007","207.0","","million cubic metres"
"Georgia","2006","212.0","","million cubic metres"
"Georgia","2005","308.0","","million cubic metres"
"Georgia","2004","296.0","","million cubic metres"
"Georgia","2003","306.0","","million cubic metres"
"Georgia","2002","322.0","","million cubic metres"
"Georgia","2001","305.3","","million cubic metres"
"Georgia","2000","217.8","","million cubic metres"
"Georgia","1999","348.4","","million cubic metres"
"Georgia","1998","378.0","","million cubic metres"
"Georgia","1997","411.9","","million cubic metres"
"Georgia","1996","392.4","","million cubic metres"
"Georgia","1995","333.0","","million cubic metres"
"Georgia","1990","491.0","","million cubic metres"
"Germany","2013","4233.3","","million cubic metres"
"Germany","2010","4112.6","","million cubic metres"
"Germany","2004","4728.7","","million cubic metres"
"Germany","2001","4773.9","","million cubic metres"
"Germany","1998","4859.0","","million cubic metres"
"Germany","1995","5094.0","","million cubic metres"
"Germany","1991","5748.0","","million cubic metres"
