,Country,Year,Area harvested (ha),Gross Production Index Number (2014-2016 = 100) (Index),Gross per capita Production Index Number (2014-2016 = 100) (Index),Production (t),Yield (100 g/ha),VHI % below 35,NDVI,Droughts,Extreme temperatures,Floods,Landslides,Storms,Total,Wildfires,Jason 1,Jason 2,Jason 3,Poseidon,Sea Level Trend,Aggregated Sea Level Index,Monthly Atmospheric Carbon Dioxide Concentrations,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Temperature Change,Continent
0,Angola,1961,1600.0,93.38,482.7,400.0,2500.0,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.041,Africa
1,Angola,1962,2457.625,80.77612903225808,475.7,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.152,Africa
2,Angola,1963,2457.625,70.03,351.78,338.89279999999997,2143.0,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.19,Africa
3,Angola,1964,2457.625,80.77612903225808,347.23,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.229,Africa
4,Angola,1965,2457.625,80.77612903225808,457.86,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.196,Africa
5,Angola,1966,2457.625,80.77612903225808,340.4,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.175,Africa
6,Angola,1967,2457.625,80.77612903225808,450.71,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.081,Africa
7,Angola,1968,2457.625,116.72,559.48,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.193,Africa
8,Angola,1969,2457.625,80.77612903225808,332.28,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.188,Africa
9,Angola,1970,2457.625,103.88,484.6,445.0,1113.0,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.248,Africa
10,Angola,1971,2457.625,120.46,548.52,516.0,2457.0,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.097,Africa
11,Angola,1972,2457.625,140.06,619.0,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.035,Africa
12,Angola,1973,2457.625,163.41,698.73,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.475,Africa
13,Angola,1974,2457.625,80.77612903225808,482.64,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.158,Africa
14,Angola,1975,2457.625,80.77612903225808,466.84,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.029,Africa
15,Angola,1976,2457.625,80.77612903225808,271.08,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,-0.313,Africa
16,Angola,1977,2457.625,80.77612903225808,262.24,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.272,Africa
17,Angola,1978,1900.0,46.69,168.98,338.89279999999997,1053.0,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.037,Africa
18,Angola,1979,2457.625,80.77612903225808,163.28,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.291,Africa
19,Angola,1980,2457.625,80.77612903225808,157.65,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.279,Africa
20,Angola,1981,2457.625,80.77612903225808,152.15,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,1.0,,,,,,,,,,-0.071,Africa
21,Angola,1982,2457.625,80.77612903225808,146.78,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.164,Africa
22,Angola,1983,2457.625,80.77612903225808,141.57,338.89279999999997,1263.967741935484,5.740675675675675,,1.0,,,,,,,,,,,,,,,0.487,Africa
23,Angola,1984,2457.625,23.34,68.27,338.89279999999997,1263.967741935484,0.0,,1.0,,,,,,,,,,,,,,,0.631,Africa
24,Angola,1985,2457.625,80.77612903225808,65.86,338.89279999999997,1263.967741935484,0.84,,1.0,,,,,1.0,,,,,,,,,,0.694,Africa
25,Angola,1986,2457.625,80.77612903225808,63.55,338.89279999999997,1263.967741935484,1.7,,1.0,,,,,,,,,,,,,,,0.176,Africa
26,Angola,1987,2457.625,80.77612903225808,61.4,338.89279999999997,1263.967741935484,11.96,,1.0,,,,,,,,,,,,,,,0.689,Africa
27,Angola,1988,2457.625,80.77612903225808,59.37,338.89279999999997,1263.967741935484,0.01,,1.0,,,,,,,,,,,,,,,0.572,Africa
28,Angola,1989,2457.625,80.77612903225808,57.4,338.89279999999997,1263.967741935484,8.92,,1.0,,1.0,,,2.0,,,,,,,,,,-0.055,Africa
29,Angola,1990,1762.0,21.48,51.07,92.0,522.0,24.91,,1.0,,,,,,,,,,,,,,,0.687,Africa
30,Angola,1991,2471.0,46.01,105.83,197.09,1263.967741935484,6.66,,1.0,,,,,,,,,,,,,,,0.341,Africa
31,Angola,1992,2457.625,80.77612903225808,103.96,338.89279999999997,909.0,27.89,,1.0,,,,,,,,,,,,,,,0.466,Africa
32,Angola,1993,2586.0,80.77612903225808,100.72,338.89279999999997,773.0,4.39,,1.0,,,,,,,,,,,,,,,0.256,Africa
33,Angola,1994,2602.0,80.77612903225808,97.55,338.89279999999997,769.0,0.26,,1.0,,,,,,,,,,,,,,,0.212,Africa
34,Angola,1995,2605.0,80.77612903225808,94.4,338.89279999999997,768.0,4.41,,1.0,,,,,,,,,,,,,,,0.753,Africa
35,Angola,1996,2589.0,80.77612903225808,91.3,338.89279999999997,772.0,19.18,,1.0,,,,,,,,,,,,,,,0.37,Africa
36,Angola,1997,2320.0,38.95,73.67,166.85,719.0,4.28,,1.0,,,,,1.0,,,,,,,,,,0.107,Africa
37,Angola,1998,1848.0,33.94,62.13,145.41,1263.967741935484,4.12,,1.0,,,,,,,,,,,,,,,1.064,Africa
38,Angola,1999,2457.625,80.77612903225808,41.37,338.89279999999997,667.0,0.005,,1.0,,,,,,,,,,,,,,,0.417,Africa
39,Angola,2001,2083.0,46.42,77.06,198.83,955.0,0.39,,1.0,,2.0,,,3.0,,,,,,,,,,0.295,Africa
40,Angola,2002,2457.625,44.35,,338.89279999999997,905.0,2.24,,1.0,,1.0,,,1.0,,,,,,,,,,0.735,Africa
41,Angola,2003,2457.625,80.77612903225808,72.46,338.89279999999997,1263.967741935484,4.16,,1.0,,2.0,,,2.0,,,,,,,,,,0.889,Africa
42,Angola,2004,2158.0,51.85,77.7,222.12,1029.0,4.68,,1.0,,3.0,,,4.0,,,,,,,,,,0.414,Africa
43,Angola,2005,2266.0,56.45,81.63,241.81,1067.0,0.04,,1.0,,1.0,,,1.0,,,,,,,,,,1.021,Africa
44,Angola,2006,2457.625,62.06,86.59,265.87,1108.0,2.77,,1.0,,1.0,,,1.0,,,,,,,,,,0.561,Africa
45,Angola,2007,2457.625,69.42,93.39,297.38,1180.0,4.43,,1.0,,2.0,,,2.0,,,,,,,,,,0.885,Africa
46,Angola,2008,2578.0,73.87,95.79,316.45,1228.0,0.22,,1.0,,1.0,,,1.0,,,,,,,,,,0.501,Africa
47,Angola,2009,2632.0,80.77612903225808,97.91,335.6,1275.0,0.94,,1.0,,3.0,,,3.0,,,,,,,,,,0.708,Africa
48,Angola,2010,2682.0,82.71,99.57,354.29,1321.0,0.12,,1.0,,3.0,,,3.0,,,,,,,,,,1.194,Africa
49,Angola,2011,2457.625,86.89,100.75,372.2,1363.0,0.03,,1.0,,4.0,,,4.0,,,,,,,,,,0.88,Africa
50,Angola,2012,2457.625,80.77612903225808,104.28,338.89279999999997,1263.967741935484,11.49,,1.0,,,,,1.0,,,,,,,,,,0.552,Africa
51,Angola,2013,2457.625,95.71,102.96,410.0,1608.0,1.5,,1.0,,1.0,,,1.0,,,,,,,,,,1.044,Africa
52,Angola,2014,2726.0,97.62,101.22,418.19,1534.0,1.53,,1.0,,,,,,,,,,,,,,,0.828,Africa
53,Angola,2015,2838.0,100.08,100.08,428.72,1510.0,5.47,,1.0,,3.0,,,3.0,,,,,,,,,,1.331,Africa
54,Angola,2016,2705.0,102.3,98.7,438.21,1620.0,3.22,,1.0,,4.0,,,4.0,,,,,,,,,,1.609,Africa
55,Angola,2017,2757.0,104.51,97.31,447.67,1624.0,1.36,,1.0,,1.0,,,2.0,,,,,,,,,,0.87,Africa
56,Angola,2018,2874.0,102.29,92.01,438.2,1525.0,0.94,,1.0,,1.0,,,1.0,,,,,,,,,,1.395,Africa
57,Angola,2019,2779.0,103.03,89.58,441.36,1588.0,20.39,,1.0,,3.0,,,3.0,,,,,,,,,,1.752,Africa
58,Angola,2020,2803.0,103.28,,442.41,1578.0,1.0,,1.0,,2.0,,,3.0,,,,,,,,,,1.162,Africa
59,Angola,2021,2819.0,102.87,83.86,440.66,1263.967741935484,25.95,,1.0,,2.0,,,2.0,,,,,,,,,,1.553,Africa
60,Belize,1961,80.0,22.0,84.48,17.0,2125.0,1.8313157894736842,,,,,,,,,,,,,,,,,-0.001,North America
61,Belize,1962,10.0,2.59,9.69,2.0,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,-0.137,North America
62,Belize,1963,240.0,75.05,273.34,58.0,2417.0,1.8313157894736842,,,,,,,,,,,,,,,,,-0.06,North America
63,Belize,1964,210.0,64.7,228.9,50.0,2381.0,1.8313157894736842,,,,,,,,,,,,,,,,,-0.055,North America
64,Belize,1965,220.0,71.17,244.42,55.0,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,-0.105,North America
65,Belize,1966,314.93333333333334,25.88,86.23,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,-0.195,North America
66,Belize,1967,314.93333333333334,32.35,104.55,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,-0.297,North America
67,Belize,1968,314.93333333333334,45.29,142.01,84.30736842105264,2333.0,1.8313157894736842,,,,,,,,,,,,,,,,,-0.205,North America
68,Belize,1969,314.93333333333334,15.53,47.32,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,0.26,North America
69,Belize,1970,314.93333333333334,83.71205128205128,65.51,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,-0.21,North America
70,Belize,1972,314.93333333333334,83.71205128205128,93.14,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,0.442,North America
71,Belize,1973,314.93333333333334,47.88,135.87,37.0,2467.0,1.8313157894736842,,,,,,,,,,,,,,,,,0.347,North America
72,Belize,1974,314.93333333333334,51.76,144.89,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,0.101,North America
73,Belize,1975,314.93333333333334,54.35,149.6,84.30736842105264,2471.0,1.8313157894736842,,,,,,,,,,,,,,,,,-0.059,North America
74,Belize,1976,314.93333333333334,83.71205128205128,146.61,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,-0.416,North America
75,Belize,1977,314.93333333333334,58.23,153.95,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,0.134,North America
76,Belize,1978,314.93333333333334,83.71205128205128,150.91,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,-0.025,North America
77,Belize,1979,314.93333333333334,83.71205128205128,147.83,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,0.524,North America
78,Belize,1980,314.93333333333334,56.94,141.25,44.0,2588.0,1.8313157894736842,,,,,,,,,,,,,,,,,0.576,North America
79,Belize,1981,314.93333333333334,83.71205128205128,137.8,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,-0.068,North America
80,Belize,1982,145.0,83.71205128205128,128.39,84.30736842105264,3081.757575757576,1.8313157894736842,,,,,,,,,,,,,,,,,0.526,North America
81,Belize,1983,144.0,53.05,122.41,84.30736842105264,2847.0,1.8313157894736842,,,,,,,,,,,,,,,,,0.685,North America
82,Belize,1984,314.93333333333334,83.71205128205128,160.44,84.30736842105264,3081.757575757576,0.0,,,,,,,,,,,,,,,,,0.254,North America
83,Belize,1985,314.93333333333334,82.82,182.45,84.30736842105264,3081.757575757576,0.06,,,,,,,,,,,,,,,,,0.455,North America
84,Belize,1986,314.93333333333334,103.52,222.93,84.30736842105264,3810.0,0.06,,,,,,,,,,,,,,,,,0.135,North America
85,Belize,1987,314.93333333333334,85.4,179.85,66.0,3081.757575757576,0.51,,,,,,,,,,,,,,,,,0.35,North America
86,Belize,1988,314.93333333333334,73.76,151.91,57.0,3081.757575757576,0.0,,,,,,,,,,,,,,,,,0.46,North America
87,Belize,1989,543.0,107.4,216.4,84.30736842105264,1529.0,0.12,,,,,,,,,,,,,,,,,0.173,North America
88,Belize,1990,735.0,216.1,426.13,167.0,3081.757575757576,0.0,,,1.0,1.0,,,2.0,,,,,,,,,,0.339,North America
89,Belize,1991,314.93333333333334,117.75,227.38,91.0,1422.0,3.71,,,,,,,,,,,,,,,,,0.542,North America
90,Belize,1992,314.93333333333334,185.04,350.11,143.0,1796.0,0.0,,,,,,,,,,,,,,,,,0.311,North America
91,Belize,1993,552.0,83.71205128205128,172.76,84.30736842105264,1304.0,0.0,,,,,,,,,,,,,,,,,0.447,North America
92,Belize,1994,593.0,31.06,56.36,84.30736842105264,405.0,0.0,,,,,,,,,,,,,,,,,0.756,North America
93,Belize,1995,423.0,83.71205128205128,77.82,84.30736842105264,804.0,0.38,,,,1.0,,,1.0,,,,,,,,,,0.759,North America
94,Belize,1996,312.0,83.71205128205128,122.12,84.30736842105264,3081.757575757576,0.06,,,,,,,,,,,,,,,,,0.21,North America
95,Belize,1997,314.93333333333334,108.7,180.25,84.0,1522.0,0.0,,,,,,,,,,,,,,,,,0.866,North America
96,Belize,1998,678.0,116.46,186.44,90.0,1327.0,0.12,,,,,,1.0,1.0,,,,,,,,,,0.904,North America
97,Belize,1999,76.0,29.76,46.04,84.30736842105264,3026.0,0.06,,,,,,,,,,,,,,,,,0.422,North America
98,Belize,2000,314.93333333333334,38.82,58.14,84.30736842105264,3659.0,0.12,,,,,,1.0,1.0,,,,,,,,,,0.175,North America
99,Belize,2001,314.93333333333334,83.71205128205128,56.34,84.30736842105264,3081.757575757576,1.92,,,,,,2.0,2.0,,,,,,,,,,0.445,North America
100,Belize,2002,314.93333333333334,83.71205128205128,45.5,84.30736842105264,3081.757575757576,0.38,,,,,,,,,,,,,,,,,0.733,North America
101,Belize,2003,314.93333333333334,83.71205128205128,72.36,84.30736842105264,6833.0,8.0,,,,,,,,,,,,,,,,,0.948,North America
102,Belize,2004,54.0,83.71205128205128,68.48,84.30736842105264,7407.0,5.95,,,,,,,,,,,,,,,,,0.701,North America
103,Belize,2005,32.0,28.47,36.56,84.30736842105264,6875.0,0.83,,,,,,2.0,2.0,,,,,,,,,,0.849,North America
104,Belize,2006,64.0,55.64,69.39,84.30736842105264,6719.0,0.0,,,,,,,,,,,,,,,,,0.655,North America
105,Belize,2007,31.0,83.71205128205128,39.2,84.30736842105264,8065.0,1.98,,,,,,1.0,1.0,,,,,,,,,,0.85,North America
106,Belize,2008,105.0,83.71205128205128,76.21,84.30736842105264,4762.0,0.89,,,,1.0,,1.0,2.0,,,,,,,,,,0.579,North America
107,Belize,2009,121.0,50.47,57.84,39.0,3081.757575757576,0.83,,,,,,,,,,,,,,,,,0.922,North America
108,Belize,2010,314.93333333333334,33.64,37.61,84.30736842105264,2149.0,1.53,,,,,,1.0,1.0,,,,,,,,,,0.843,North America
109,Belize,2011,202.0,83.71205128205128,36.76,84.30736842105264,1287.0,2.75,,,,,,,,,,,,,,,,,0.724,North America
110,Belize,2012,314.93333333333334,87.99,,84.30736842105264,3366.0,0.44,,,,,,,,,,,,,,,,,0.644,North America
111,Belize,2013,643.0,83.71205128205128,89.21,84.30736842105264,1026.0,2.75,,,,,,,,,,,,,,,,,0.785,North America
112,Belize,2014,709.0,97.05,99.18,84.30736842105264,3081.757575757576,1.47,,,,,,,,,,,,,,,,,0.697,North America
113,Belize,2015,685.0,83.71205128205128,,71.84,1049.0,5.05,,,,1.0,,,1.0,,,,,,,,,,1.502,North America
114,Belize,2016,314.93333333333334,109.99,107.82,84.30736842105264,3151.0,0.57,,,,,,1.0,1.0,,,,,,,,,,1.446,North America
115,Belize,2017,410.0,315.73,303.4,244.0,5951.0,1.98,,,,,,,,,,,,,,,,,1.342,North America
116,Belize,2018,163.0,142.34,,84.30736842105264,3081.757575757576,3.9,,,,,,,,,,,,,,,,,0.85,North America
117,Belize,2019,301.0,83.71205128205128,131.72,84.30736842105264,3081.757575757576,15.17,,,,,,,,,,,,,,,,,1.556,North America
118,Belize,2020,351.0,144.93,132.13,112.0,3081.757575757576,2.56,,,,,,1.0,1.0,,,,,,,,,,1.716,North America
119,Belize,2021,616.0,225.16,202.65,174.0,2825.0,5.44,,,,,,,,,,,,,,,,,1.286,North America
120,Benin,1987,,,,70.0,,38.48,,,,,,,,,,,,,,,,,0.977,Africa
121,Brazil,1961,474270.0,61.06,166.19,155901.0,3287.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.167,South America
122,Brazil,1962,464762.0,54.98,145.25,140363.0,3020.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,-0.184,South America
123,Brazil,1963,469644.0,56.2,144.19,143495.0,3055.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.158,South America
124,Brazil,1964,487136.0,60.19,150.02,153685.0,4757.351351351352,3.4842105263157896,,1.0,,,,,,,,,,,,,,,-0.213,South America
125,Brazil,1965,482317.0,62.99,152.61,160823.0,3334.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,-0.075,South America
126,Brazil,1966,455866.0,67.72,159.63,172900.0,3793.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.044,South America
127,Brazil,1967,473078.0,76.25,175.03,194692.0,4115.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.073,South America
128,Brazil,1968,432691.0,58.49,130.83,149338.0,4757.351351351352,3.4842105263157896,,1.0,,,,,,,,,,,,,,,-0.409,South America
129,Brazil,1969,437637.0,82.7,180.39,211162.0,4825.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.331,South America
130,Brazil,1970,443916.0,77.18,164.2,197061.0,4439.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.13,South America
131,Brazil,1971,447693.0,85.66,177.82,218701.0,4757.351351351352,3.4842105263157896,,1.0,,,,,,,,,,,,,,,-0.134,South America
132,Brazil,1972,430184.0,86.74,175.75,221469.0,5148.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.114,South America
133,Brazil,1973,416175.0,76.73,151.76,195916.0,4708.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.443,South America
134,Brazil,1974,508570.0,94.94,183.34,242400.0,4766.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,-0.179,South America
135,Brazil,1975,450949.0,110.4,208.24,281887.0,6251.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,-0.14,South America
136,Brazil,1976,407329.0,90.79,167.26,231796.0,5691.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,-0.185,South America
137,Brazil,1977,412743.0,97.82,176.02,249755.0,6051.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.252,South America
138,Brazil,1978,443866.0,111.42,195.82,284490.0,6409.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.03,South America
139,Brazil,1979,453569.0,131.73,226.11,336326.0,7415.0,3.4842105263157896,,1.0,,,,,,,,,,,,,,,0.017,South America
140,Brazil,1980,482521.0,125.0,209.57,319141.0,6614.0,3.4842105263157896,,1.0,,2.0,,1.0,3.0,,,,,,,,,,0.313,South America
141,Brazil,1981,504935.0,131.45,215.32,335625.0,6647.0,3.4842105263157896,,1.0,,2.0,,,2.0,,,,,,,,,,0.191,South America
142,Brazil,1982,533273.0,137.53,220.18,351149.0,6585.0,3.4842105263157896,,1.0,,,,1.0,1.0,,,,,,,,,,0.277,South America
143,Brazil,1983,590744.0,148.93,233.13,380256.0,6437.0,3.4842105263157896,,1.0,,2.0,1.0,,4.0,,,,,,,,,,0.471,South America
144,Brazil,1984,586242.0,129.21,197.87,329903.0,5627.0,0.07,,1.0,,5.0,,1.0,6.0,,,,,,,,,,0.294,South America
145,Brazil,1985,649070.0,168.72,252.91,430789.0,6637.0,0.44,,1.0,,2.0,,1.0,4.0,,,,,,,,,,0.092,South America
146,Brazil,1986,656558.0,179.96,264.22,459477.0,6998.0,15.9,,1.0,,1.0,,,1.0,,,,,,,,,,0.285,South America
147,Brazil,1987,648476.0,128.76,185.3,328740.0,4757.351351351352,2.89,,1.0,,2.0,,,3.0,,,,,,,,,,0.722,South America
148,Brazil,1988,667179.0,146.67,207.03,374491.0,4757.351351351352,0.49,,1.0,1.0,3.0,,,5.0,,,,,,,,,,0.461,South America
149,Brazil,1989,659522.0,153.6,212.79,392184.0,5946.0,9.89,,1.0,,4.0,3.0,1.0,8.0,,,,,,,,,,0.13,South America
150,Brazil,1990,664853.0,100.36,136.54,256246.0,4757.351351351352,10.63,,1.0,,2.0,,,2.0,,,,,,,,,,0.435,South America
151,Brazil,1991,667897.0,125.71,168.09,320967.0,4757.351351351352,4.91,,1.0,,1.0,1.0,,2.0,,,,,,,,,,0.468,South America
152,Brazil,1992,731425.0,128.67,169.21,328518.0,4491.0,5.69,,1.0,,4.0,1.0,,5.0,,,,,,,,,,0.403,South America
153,Brazil,1993,734124.0,133.51,172.77,340885.0,4643.0,4.48,,1.0,,,,,,,,,,,,,,,0.495,South America
154,Brazil,1994,698634.0,129.48,164.9,330577.0,4732.0,0.53,,1.0,1.0,,,1.0,3.0,,,,,,,,,,0.608,South America
155,Brazil,1995,738536.0,100.37017241379311,,296705.0,4757.351351351352,0.64,,1.0,,3.0,2.0,,5.0,,,,,,,,,,0.799,South America
156,Brazil,1996,661923.0,100.57,124.19,256777.0,4757.351351351352,0.79,,1.0,,1.0,3.0,,4.0,,,,,,,,,,0.504,South America
157,Brazil,1997,715671.0,108.87,132.43,277966.0,4757.351351351352,0.09,,1.0,,3.0,,1.0,4.0,,,,,,,,,,0.671,South America
158,Brazil,1998,709798.0,109.98,131.83,280801.0,3956.0,3.05,,1.0,,5.0,,,8.0,2.0,,,,,,,,,1.234,South America
159,Brazil,1999,681120.0,80.29,94.89,205003.0,3010.0,0.59,,1.0,,1.0,1.0,,3.0,1.0,,,,,,,,,0.523,South America
160,Brazil,2000,705965.0,77.07,,196788.0,4757.351351351352,0.09,,1.0,1.0,4.0,1.0,,6.0,,,,,,,,,,0.495,South America
161,Brazil,2001,665809.0,72.72,83.66,185662.0,2789.0,2.14,,1.0,,3.0,,1.0,5.0,,,,,,,,,,0.746,South America
162,Brazil,2002,582315.0,100.37017241379311,,174796.0,4757.351351351352,3.03,,1.0,,2.0,2.0,,5.0,,,,,,,,,,1.052,South America
163,Brazil,2003,590945.0,66.58,,170004.0,2877.0,4.81,,1.0,,5.0,,,5.0,,,,,,,,,,0.927,South America
164,Brazil,2004,638825.0,76.77,85.21,196005.0,3068.0,11.96,,1.0,1.0,2.0,,1.0,5.0,,,,,,,,,,0.768,South America
165,Brazil,2005,625384.0,81.71,89.68,208620.0,3336.0,5.07,,1.0,,2.0,,1.0,4.0,,,,,,,,,,1.085,South America
166,Brazil,2006,647135.0,83.14,90.27,212270.0,4757.351351351352,0.9,,1.0,,2.0,,,2.0,,,,,,,,,,0.77,South America
167,Brazil,2007,628928.0,78.98,,201651.0,4757.351351351352,2.62,,1.0,,3.0,1.0,,5.0,,,,,,,,,,0.969,South America
168,Brazil,2008,641337.0,79.13,84.2,202030.0,4757.351351351352,0.96,,1.0,,4.0,,1.0,5.0,,,,,,,,,,0.731,South America
169,Brazil,2009,635975.0,85.57,90.2,218487.0,3435.0,2.32,,1.0,,7.0,1.0,1.0,9.0,,,,,,,,,,0.969,South America
170,Brazil,2010,660711.0,100.37017241379311,96.27,235389.0,4757.351351351352,0.5,,1.0,1.0,3.0,,,5.0,,,,,,,,,,1.112,South America
171,Brazil,2011,680484.0,97.34,100.7,248524.0,4757.351351351352,0.3,,1.0,,8.0,,,8.0,,,,,,,,,,0.814,South America
172,Brazil,2012,684333.0,99.17,101.68,253211.0,4757.351351351352,5.86,,1.0,,2.0,,,3.0,,,,,,,,,,1.023,South America
173,Brazil,2013,689276.0,100.34,,256186.0,4757.351351351352,2.79,,1.0,,5.0,,1.0,6.0,,,,,,,,,,0.922,South America
174,Brazil,2014,704122.0,107.23,108.06,273793.0,3888.0,2.27,,1.0,,4.0,,,5.0,,,,,,,,,,1.153,South America
175,Brazil,2015,702841.0,109.0,108.91,278299.0,4757.351351351352,2.98,,1.0,,4.0,1.0,1.0,6.0,,,,,,,,,,1.516,South America
176,Brazil,2016,720055.0,83.77,83.02,213871.0,2970.0,7.98,,1.0,,2.0,,,2.0,,,,,,,,,,1.457,South America
177,Brazil,2017,590813.0,92.36,,235809.0,4757.351351351352,3.23,,1.0,,1.0,,,1.0,,,,,,,,,,1.363,South America
178,Brazil,2018,577191.0,93.73,91.44,239318.0,4757.351351351352,2.37,,1.0,,2.0,1.0,,3.0,,,,,,,,,,1.148,South America
179,Brazil,2019,581897.0,101.62,,259451.0,4757.351351351352,1.77,,1.0,,7.0,,,8.0,1.0,,,,,,,,,1.517,South America
180,Brazil,2020,588501.0,105.64,,269731.0,4757.351351351352,2.54,,1.0,,5.0,,1.0,7.0,,,,,,,,,,1.477,South America
181,Brazil,2021,600789.0,118.34,113.21,302157.0,5029.0,4.83,,1.0,,8.0,,,9.0,,,,,,,,,,1.154,South America
182,Cameroon,1961,380000.0,28.51,125.79,75100.0,1976.0,6.38121052631579,,1.0,,,,,,,,,,,,,,,-0.117,Africa
183,Cameroon,1962,457727.39130434784,28.85,124.81,76000.0,3255.8684210526317,6.38121052631579,,1.0,,,,,,,,,,,,,,,-0.218,Africa
184,Cameroon,1963,457727.39130434784,32.27,136.41,149708.98113207548,2237.0,6.38121052631579,,1.0,,,,,,,,,,,,,,,0.126,Africa
185,Cameroon,1964,457727.39130434784,34.62,142.97,91200.0,2400.0,6.38121052631579,,1.0,,,,,,,,,,,,,,,-0.157,Africa
186,Cameroon,1965,457727.39130434784,29.92,120.62,78800.0,2074.0,6.38121052631579,,1.0,,,,,,,,,,,,,,,-0.11,Africa
187,Cameroon,1966,395000.0,32.84,129.24,86500.0,2190.0,6.38121052631579,,1.0,,,,,,,,,,,,,,,-0.01,Africa
188,Cameroon,1967,457727.39130434784,35.31,135.57,93000.0,3255.8684210526317,6.38121052631579,,1.0,,,,,,,,,,,,,,,-0.107,Africa
189,Cameroon,1968,370000.0,38.72,145.0,102000.0,3255.8684210526317,6.38121052631579,,1.0,,,,,,,,,,,,,,,-0.122,Africa
190,Cameroon,1969,374000.0,41.07,149.9,108186.0,2893.0,6.38121052631579,,1.0,,,,,,,,,,,,,,,0.225,Africa
191,Cameroon,1970,390000.0,50.78,180.57,133770.0,3430.0,6.38121052631579,,1.0,,,,,,,,,,,,,,,0.175,Africa
192,Cameroon,1971,396922.0,52.68,182.39,138775.0,3496.0,6.38121052631579,,1.0,,,,,,,,,,,,,,,-0.132,Africa
193,Cameroon,1972,323973.0,48.13,162.17,126780.0,3913.0,6.38121052631579,,1.0,,,,,,,,,,,,,,,0.055,Africa
194,Cameroon,1973,355692.0,50.21,164.58,132245.0,3718.0,6.38121052631579,,1.0,,,,,,,,,,,,,,,0.566,Africa
