Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Data_long_term_Average,Year,Month,Dekad,Unit,Source
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2003-11-21,1.128,16.151, 2003,11,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2003-12-01,19.992,9.641, 2003,12,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2003-12-11,8.292,4.707, 2003,12,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2003-12-21,0.0,3.737, 2003,12,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-01-01,0.198,3.952, 2004,01,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-01-11,2.328,2.761, 2004,01,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-01-21,1.494,7.424, 2004,01,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-02-01,2.113,6.98, 2004,02,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-02-11,13.132,20.585, 2004,02,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-02-21,14.605,17.188, 2004,02,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-03-01,18.89,45.804, 2004,03,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-03-11,2.954,30.884, 2004,03,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-03-21,39.04,35.182, 2004,03,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-04-01,46.082,33.831, 2004,04,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-04-11,34.365,41.882, 2004,04,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-04-21,77.256,46.25, 2004,04,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-05-01,35.424,38.313, 2004,05,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-05-11,76.349,50.383, 2004,05,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-05-21,45.432,46.956, 2004,05,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-06-01,54.212,53.576, 2004,06,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-06-11,27.071,56.742, 2004,06,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-06-21,11.394,41.776, 2004,06,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-07-01,72.379,33.988, 2004,07,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-07-11,5.567,30.517, 2004,07,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-07-21,0.067,13.387, 2004,07,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-08-01,18.458,13.184, 2004,08,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-08-11,12.005,19.565, 2004,08,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-08-21,29.681,24.167, 2004,08,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-09-01,54.023,26.393, 2004,09,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-09-11,35.446,28.675, 2004,09,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-09-21,46.542,34.375, 2004,09,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-10-01,56.75,39.744, 2004,10,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-10-11,31.077,32.057, 2004,10,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-10-21,12.097,30.323, 2004,10,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-11-01,24.267,20.902, 2004,11,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-11-11,55.737,21.121, 2004,11,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-11-21,10.63,16.151, 2004,11,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-12-01,0.0,9.641, 2004,12,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-12-11,3.012,4.707, 2004,12,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2004-12-21,5.354,3.737, 2004,12,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-01-01,1.607,3.952, 2005,01,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-01-11,0.0,2.761, 2005,01,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-01-21,48.385,7.424, 2005,01,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-02-01,1.375,6.98, 2005,02,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-02-11,10.471,20.585, 2005,02,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-02-21,13.264,17.188, 2005,02,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-03-01,25.459,45.804, 2005,03,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-03-11,22.549,30.884, 2005,03,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-03-21,20.083,35.182, 2005,03,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-04-01,17.246,33.831, 2005,04,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-04-11,38.824,41.882, 2005,04,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-04-21,56.757,46.25, 2005,04,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-05-01,28.21,38.313, 2005,05,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-05-11,27.203,50.383, 2005,05,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-05-21,78.003,46.956, 2005,05,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-06-01,79.866,53.576, 2005,06,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-06-11,31.743,56.742, 2005,06,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-06-21,16.82,41.776, 2005,06,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-07-01,0.0,33.988, 2005,07,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-07-11,19.302,30.517, 2005,07,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-07-21,2.423,13.387, 2005,07,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-08-01,0.0,13.184, 2005,08,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-08-11,4.366,19.565, 2005,08,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-08-21,2.472,24.167, 2005,08,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-09-01,65.432,26.393, 2005,09,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-09-11,14.376,28.675, 2005,09,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-09-21,113.784,34.375, 2005,09,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-10-01,47.333,39.744, 2005,10,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-10-11,21.057,32.057, 2005,10,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-10-21,11.726,30.323, 2005,10,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-11-01,6.798,20.902, 2005,11,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-11-11,6.172,21.121, 2005,11,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-11-21,7.536,16.151, 2005,11,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-12-01,19.188,9.641, 2005,12,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-12-11,6.052,4.707, 2005,12,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2005-12-21,0.072,3.737, 2005,12,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-01-01,9.487,3.952, 2006,01,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-01-11,0.735,2.761, 2006,01,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-01-21,23.116,7.424, 2006,01,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-02-01,2.76,6.98, 2006,02,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-02-11,20.369,20.585, 2006,02,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-02-21,11.559,17.188, 2006,02,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-03-01,14.122,45.804, 2006,03,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-03-11,26.085,30.884, 2006,03,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-03-21,16.699,35.182, 2006,03,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-04-01,25.027,33.831, 2006,04,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-04-11,33.015,41.882, 2006,04,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-04-21,28.666,46.25, 2006,04,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-05-01,49.035,38.313, 2006,05,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-05-11,63.38,50.383, 2006,05,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-05-21,38.26,46.956, 2006,05,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-06-01,39.414,53.576, 2006,06,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-06-11,56.533,56.742, 2006,06,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-06-21,16.207,41.776, 2006,06,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-07-01,4.85,33.988, 2006,07,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-07-11,23.159,30.517, 2006,07,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-07-21,9.339,13.387, 2006,07,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-08-01,5.041,13.184, 2006,08,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-08-11,0.664,19.565, 2006,08,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-08-21,2.049,24.167, 2006,08,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-09-01,69.365,26.393, 2006,09,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-09-11,20.458,28.675, 2006,09,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-09-21,19.088,34.375, 2006,09,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-10-01,4.844,39.744, 2006,10,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-10-11,35.024,32.057, 2006,10,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-10-21,9.291,30.323, 2006,10,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-11-01,4.668,20.902, 2006,11,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-11-11,1.448,21.121, 2006,11,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-11-21,3.215,16.151, 2006,11,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-12-01,1.068,9.641, 2006,12,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-12-11,0.885,4.707, 2006,12,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2006-12-21,0.761,3.737, 2006,12,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-01-01,0.0,3.952, 2007,01,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-01-11,0.0,2.761, 2007,01,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-01-21,1.01,7.424, 2007,01,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-02-01,16.526,6.98, 2007,02,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-02-11,1.22,20.585, 2007,02,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-02-21,1.501,17.188, 2007,02,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-03-01,0.0,45.804, 2007,03,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-03-11,9.314,30.884, 2007,03,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-03-21,30.339,35.182, 2007,03,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-04-01,40.331,33.831, 2007,04,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-04-11,5.156,41.882, 2007,04,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-04-21,53.016,46.25, 2007,04,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-05-01,54.544,38.313, 2007,05,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-05-11,44.751,50.383, 2007,05,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-05-21,18.512,46.956, 2007,05,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-06-01,38.755,53.576, 2007,06,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-06-11,12.161,56.742, 2007,06,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-06-21,11.05,41.776, 2007,06,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-07-01,46.087,33.988, 2007,07,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-07-11,3.545,30.517, 2007,07,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-07-21,63.217,13.387, 2007,07,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-08-01,15.277,13.184, 2007,08,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-08-11,7.803,19.565, 2007,08,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-08-21,20.695,24.167, 2007,08,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-09-01,30.624,26.393, 2007,09,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-09-11,15.709,28.675, 2007,09,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-09-21,22.089,34.375, 2007,09,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-10-01,10.836,39.744, 2007,10,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-10-11,16.662,32.057, 2007,10,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-10-21,39.835,30.323, 2007,10,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-11-01,16.349,20.902, 2007,11,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-11-11,17.663,21.121, 2007,11,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-11-21,5.806,16.151, 2007,11,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-12-01,5.039,9.641, 2007,12,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-12-11,2.391,4.707, 2007,12,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2007-12-21,0.0,3.737, 2007,12,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-01-01,0.218,3.952, 2008,01,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-01-11,12.198,2.761, 2008,01,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-01-21,0.0,7.424, 2008,01,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-02-01,12.045,6.98, 2008,02,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-02-11,0.0,20.585, 2008,02,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-02-21,10.967,17.188, 2008,02,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-03-01,20.479,45.804, 2008,03,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-03-11,11.951,30.884, 2008,03,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-03-21,14.562,35.182, 2008,03,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-04-01,35.526,33.831, 2008,04,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-04-11,36.291,41.882, 2008,04,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-04-21,27.661,46.25, 2008,04,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-05-01,31.393,38.313, 2008,05,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,16839,District autonome de Yamoussoukro,Crop Area,2008-05-11,113.927,50.383, 2008,05,2,MM ,FEWSNet RFE
